Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
5,C,RM,0.9073,1.0754,18.52
5,C,RA,0.9213,1.2312,33.64
6,C,RM,0.935,1.093,16.89
6,C,RA,0.9261,1.1969,29.25
7,C,RM,0.9116,1.0558,15.83
7,C,RA,0.9076,1.1767,29.64
8,C,RM,0.9147,1.0932,19.51
8,C,RA,0.9218,1.2047,30.68
9,C,RM,0.9152,1.0902,19.11
9,C,RA,0.9196,1.1591,26.04
10,C,RM,0.9146,1.0991,20.17
10,C,RA,0.9197,1.1618,26.33
11,C,RM,0.9194,1.0654,15.88
11,C,RA,0.9085,1.2024,32.36
12,C,RM,0.9225,1.0887,18.01
12,C,RA,0.9232,1.151,24.68
13,C,RM,0.9171,1.089,18.75
13,C,RA,0.9173,1.1869,29.39
14,C,RM,0.9097,1.0822,18.96
14,C,RA,0.9052,1.1875,31.19
15,C,RM,0.9056,1.0823,19.51
15,C,RA,0.9054,1.1838,30.75
16,C,RM,0.9094,1.111,22.16
16,C,RA,0.934,1.1825,26.61
17,C,RM,0.9119,1.089,19.43
17,C,RA,0.9262,1.1726,26.6
18,C,RM,0.9125,1.0874,19.17
18,C,RA,0.908,1.1985,32.0
19,C,RM,0.9245,1.0922,18.13
19,C,RA,0.9116,1.1972,31.34
20,C,RM,0.9149,1.1114,21.48
20,C,RA,0.919,1.1964,30.18
21,C,RM,0.9039,1.0562,16.84
21,C,RA,0.9154,1.1677,27.57
22,C,RM,0.924,1.0926,18.25
22,C,RA,0.9415,1.19,26.38
23,C,RM,0.9098,1.0933,20.17
23,C,RA,0.9133,1.1476,25.66
24,C,RM,0.9184,1.0932,19.04
24,C,RA,0.9057,1.1737,29.59
25,C,RM,0.9105,1.0879,19.49
25,C,RA,0.9145,1.1922,30.37
26,C,RM,0.9238,1.1067,19.8
26,C,RA,0.922,1.185,28.53
27,C,RM,0.9167,1.0605,15.69
27,C,RA,0.9209,1.2125,31.66
28,C,RM,0.9216,1.0701,16.12
28,C,RA,0.9224,1.19,29.01
29,C,RM,0.9196,1.0854,18.03
29,C,RA,0.9114,1.1562,26.86
30,C,RM,0.9215,1.0641,15.48
30,C,RA,0.9086,1.1912,31.1
31,C,RM,0.9153,1.0648,16.33
31,C,RA,0.9198,1.1829,28.6
32,C,RM,0.9163,1.0624,15.95
32,C,RA,0.9077,1.1708,28.98
33,C,RM,0.9195,1.1317,23.08
33,C,RA,0.9283,1.2014,29.42
34,C,RM,0.925,1.0854,17.34
34,C,RA,0.9082,1.168,28.61
35,C,RM,0.9285,1.1047,18.98
35,C,RA,0.9248,1.2071,30.53
36,C,RM,0.9396,1.0947,16.51
36,C,RA,0.9101,1.1839,30.08
37,C,RM,0.9398,1.0804,14.96
37,C,RA,0.8999,1.1584,28.72
38,C,RM,0.9203,1.0642,15.65
38,C,RA,0.9126,1.189,30.28
39,C,RM,0.908,1.0698,17.82
39,C,RA,0.9057,1.1475,26.7
40,C,RM,0.9152,1.0843,18.48
40,C,RA,0.9171,1.1667,27.21
41,C,RM,0.9183,1.1027,20.07
41,C,RA,0.9136,1.1441,25.23
42,C,RM,0.9131,1.0715,17.35
42,C,RA,0.9201,1.1923,29.59
43,C,RM,0.9307,1.0783,15.85
43,C,RA,0.9054,1.207,33.31
44,C,RM,0.9087,1.098,20.83
44,C,RA,0.9156,1.1953,30.54
45,C,RM,0.9091,1.0515,15.66
45,C,RA,0.9119,1.1901,30.52
46,C,RM,0.9258,1.0482,13.23
46,C,RA,0.9287,1.1616,25.08
47,C,RM,0.9052,1.1009,21.62
47,C,RA,0.9154,1.2028,31.4
48,C,RM,0.9103,1.0981,20.63
48,C,RA,0.9168,1.1798,28.69
49,C,RM,0.9222,1.1048,19.8
49,C,RA,0.9141,1.1675,27.73
50,C,RM,0.9157,1.1028,20.43
50,C,RA,0.9122,1.1915,30.62
51,C,RM,0.9077,1.098,20.97
51,C,RA,0.9176,1.1845,29.09
52,C,RM,0.9084,1.0825,19.17
52,C,RA,0.912,1.17,28.3
53,C,RM,0.921,1.0724,16.44
53,C,RA,0.9336,1.1777,26.15
54,C,RM,0.9212,1.0552,14.54
54,C,RA,0.9202,1.2035,30.79
55,C,RM,0.9067,1.0623,17.17
55,C,RA,0.9179,1.2064,31.43
56,C,RM,0.9166,1.0992,19.92
56,C,RA,0.9213,1.1569,25.57
57,C,RM,0.9295,1.069,15.01
57,C,RA,0.9067,1.1931,31.58
58,C,RM,0.915,1.074,17.38
58,C,RA,0.9132,1.195,30.85
59,C,RM,0.9111,1.0883,19.46
59,C,RA,0.9332,1.1628,24.6
60,C,RM,0.9121,1.1191,22.7
60,C,RA,0.9141,1.1824,29.35
61,C,RM,0.9104,1.095,20.27
61,C,RA,0.9138,1.1712,28.16
62,C,RM,0.921,1.0343,12.29
62,C,RA,0.9118,1.1868,30.16
63,C,RM,0.9137,1.0805,18.25
63,C,RA,0.9142,1.1886,30.01
64,C,RM,0.9183,1.0676,16.26
64,C,RA,0.926,1.1803,27.46
65,C,RM,0.9093,1.0863,19.47
65,C,RA,0.929,1.1472,23.49
66,C,RM,0.9116,1.0698,17.36
66,C,RA,0.8988,1.1519,28.16
67,C,RM,0.9255,1.0585,14.37
67,C,RA,0.915,1.1821,29.19
68,C,RM,0.9157,1.104,20.56
68,C,RA,0.9287,1.1676,25.72
69,C,RM,0.9154,1.1002,20.19
69,C,RA,0.9277,1.2135,30.8
70,C,RM,0.9257,1.1338,22.48
70,C,RA,0.9083,1.1778,29.66
71,C,RM,0.9202,1.0693,16.2
71,C,RA,0.9212,1.1753,27.58
72,C,RM,0.9254,1.0597,14.5
72,C,RA,0.9104,1.1949,31.25
73,C,RM,0.9177,1.0512,14.55
73,C,RA,0.8986,1.1707,30.27
74,C,RM,0.9208,1.0609,15.21
74,C,RA,0.9167,1.1612,26.67
75,C,RM,0.9272,1.0811,16.59
75,C,RA,0.918,1.206,31.38
76,C,RM,0.9321,1.0814,16.02
76,C,RA,0.9255,1.166,25.99
77,C,RM,0.907,1.1133,22.74
77,C,RA,0.9163,1.164,27.02
78,C,RM,0.929,1.0846,16.75
78,C,RA,0.9199,1.1985,30.29
79,C,RM,0.904,1.0935,20.96
79,C,RA,0.9241,1.2062,30.54
80,C,RM,0.9245,1.0551,14.12
80,C,RA,0.9006,1.1643,29.29
81,C,RM,0.9212,1.0753,16.72
81,C,RA,0.9179,1.1751,28.01
82,C,RM,0.9175,1.0983,19.71
82,C,RA,0.9244,1.1949,29.27
83,C,RM,0.9177,1.0953,19.35
83,C,RA,0.9166,1.2049,31.46
84,C,RM,0.9233,1.0795,16.92
84,C,RA,0.9102,1.1617,27.63
85,C,RM,0.9214,1.0895,18.25
85,C,RA,0.9134,1.1436,25.2
86,C,RM,0.9151,1.0632,16.18
86,C,RA,0.9256,1.1809,27.58
87,C,RM,0.9163,1.0889,18.84
87,C,RA,0.9306,1.1672,25.42
88,C,RM,0.9161,1.0858,18.52
88,C,RA,0.9233,1.1757,27.34
89,C,RM,0.9076,1.0719,18.11
89,C,RA,0.9256,1.1703,26.43
90,C,RM,0.928,1.0654,14.8
90,C,RA,0.9144,1.1733,28.31
91,C,RM,0.9149,1.0743,17.42
91,C,RA,0.9107,1.1721,28.71
92,C,RM,0.9138,1.08,18.19
92,C,RA,0.9199,1.1894,29.3
93,C,RM,0.9172,1.0884,18.67
93,C,RA,0.9057,1.1545,27.47
94,C,RM,0.9294,1.07,15.13
94,C,RA,0.9213,1.1949,29.7
95,C,RM,0.9038,1.0854,20.09
95,C,RA,0.9056,1.1657,28.72
96,C,RM,0.9077,1.0797,18.95
96,C,RA,0.9271,1.1907,28.42
97,C,RM,0.9131,1.0692,17.09
97,C,RA,0.9114,1.1646,27.78
98,C,RM,0.9231,1.1146,20.75
98,C,RA,0.9111,1.1699,28.41
99,C,RM,0.9202,1.1054,20.13
99,C,RA,0.9268,1.1654,25.74
100,C,RM,0.9036,1.0671,18.1
100,C,RA,0.92,1.2017,30.61
101,C,RM,0.926,1.0779,16.4
101,C,RA,0.9231,1.1545,25.06
102,C,RM,0.9192,1.098,19.45
102,C,RA,0.9142,1.1789,28.96
103,C,RM,0.9321,1.0912,17.06
103,C,RA,0.914,1.1766,28.74
104,C,RM,0.9057,1.1203,23.7
104,C,RA,0.9039,1.1839,30.98
105,C,RM,0.9146,1.1108,21.45
105,C,RA,0.9195,1.1688,27.11
106,C,RM,0.9114,1.0598,16.28
106,C,RA,0.9211,1.1399,23.76
107,C,RM,0.918,1.1003,19.87
107,C,RA,0.9174,1.1726,27.83
108,C,RM,0.9121,1.0607,16.29
108,C,RA,0.9189,1.1623,26.48
109,C,RM,0.9204,1.0784,17.16
109,C,RA,0.9173,1.1645,26.95
110,C,RM,0.9281,1.1065,19.22
110,C,RA,0.9142,1.1696,27.94
111,C,RM,0.9205,1.0515,14.23
111,C,RA,0.9039,1.1557,27.86
112,C,RM,0.9278,1.1067,19.27
112,C,RA,0.9133,1.1907,30.37
113,C,RM,0.9264,1.0969,18.4
113,C,RA,0.9147,1.1877,29.85
114,C,RM,0.9144,1.0829,18.43
114,C,RA,0.9057,1.2092,33.52
115,C,RM,0.9268,1.057,14.04
115,C,RA,0.9182,1.1969,30.35
116,C,RM,0.9184,1.0667,16.15
116,C,RA,0.9186,1.1919,29.76
117,C,RM,0.9134,1.0652,16.62
117,C,RA,0.9223,1.17,26.86
118,C,RM,0.9315,1.0591,13.7
118,C,RA,0.9073,1.228,35.35
119,C,RM,0.9013,1.0829,20.15
119,C,RA,0.9202,1.1687,26.99
120,C,RM,0.9128,1.082,18.54
120,C,RA,0.9272,1.2077,30.26
121,C,RM,0.9149,1.0906,19.2
121,C,RA,0.913,1.2026,31.71
122,C,RM,0.9112,1.0886,19.47
122,C,RA,0.9222,1.1832,28.3
123,C,RM,0.923,1.0792,16.93
123,C,RA,0.9114,1.1554,26.77
124,C,RM,0.9171,1.0669,16.33
124,C,RA,0.9109,1.2065,32.46
125,C,RM,0.9086,1.084,19.31
125,C,RA,0.9292,1.1747,26.43
126,C,RM,0.9218,1.085,17.71
126,C,RA,0.9231,1.1862,28.5
127,C,RM,0.8975,1.0772,20.03
127,C,RA,0.9084,1.1941,31.45
128,C,RM,0.908,1.0746,18.35
128,C,RA,0.9057,1.187,31.06
129,C,RM,0.9288,1.0891,17.26
129,C,RA,0.911,1.1771,29.22
130,C,RM,0.9076,1.0852,19.57
130,C,RA,0.9187,1.1798,28.42
131,C,RM,0.9134,1.0846,18.75
131,C,RA,0.9168,1.1772,28.4
132,C,RM,0.9021,1.0577,17.25
132,C,RA,0.9176,1.1742,27.96
133,C,RM,0.9117,1.0951,20.11
133,C,RA,0.9094,1.1965,31.58
134,C,RM,0.9167,1.0478,14.3
134,C,RA,0.9087,1.203,32.39
135,C,RM,0.9265,1.0665,15.11
135,C,RA,0.916,1.1864,29.52
136,C,RM,0.9015,1.102,22.24
136,C,RA,0.9246,1.1791,27.52
137,C,RM,0.9042,1.0755,18.93
137,C,RA,0.94,1.208,28.5
138,C,RM,0.9056,1.044,15.29
138,C,RA,0.9051,1.1836,30.77
139,C,RM,0.9198,1.0849,17.94
139,C,RA,0.914,1.1982,31.09
140,C,RM,0.9249,1.0803,16.8
140,C,RA,0.9319,1.1861,27.27
141,C,RM,0.9187,1.0732,16.82
141,C,RA,0.9261,1.1832,27.76
142,C,RM,0.9109,1.1027,21.06
142,C,RA,0.9187,1.1789,28.33
143,C,RM,0.9178,1.0714,16.74
143,C,RA,0.9167,1.1959,30.45
144,C,RM,0.9164,1.0818,18.05
144,C,RA,0.8978,1.1703,30.34
145,C,RM,0.9153,1.0693,16.82
145,C,RA,0.9266,1.1767,26.99
146,C,RM,0.9158,1.0734,17.2
146,C,RA,0.9087,1.1655,28.26
147,C,RM,0.9206,1.0703,16.26
147,C,RA,0.9231,1.1776,27.58
148,C,RM,0.9095,1.0881,19.63
148,C,RA,0.9143,1.1647,27.38
149,C,RM,0.9171,1.0686,16.52
149,C,RA,0.9132,1.1733,28.48
150,C,RM,0.9277,1.0434,12.47
150,C,RA,0.9163,1.2037,31.37
151,C,RM,0.9103,1.0844,19.13
151,C,RA,0.9226,1.1787,27.76
152,C,RM,0.9209,1.0912,18.5
152,C,RA,0.9054,1.1676,28.96
153,C,RM,0.9207,1.0651,15.69
153,C,RA,0.9202,1.1556,25.58
154,C,RM,0.9128,1.0926,19.7
154,C,RA,0.9165,1.1616,26.74
155,C,RM,0.9035,1.0775,19.26
155,C,RA,0.9216,1.1873,28.83
156,C,RM,0.9085,1.1227,23.58
156,C,RA,0.9063,1.1991,32.3
157,C,RM,0.9161,1.0696,16.76
157,C,RA,0.9051,1.1786,30.22
158,C,RM,0.925,1.0778,16.52
158,C,RA,0.9166,1.1832,29.08
159,C,RM,0.9175,1.1038,20.31
159,C,RA,0.915,1.1737,28.27
160,C,RM,0.9237,1.0943,18.47
160,C,RA,0.9058,1.1821,30.51
161,C,RM,0.919,1.06,15.34
161,C,RA,0.9294,1.1839,27.38
162,C,RM,0.9199,1.0959,19.13
162,C,RA,0.9227,1.2073,30.86
163,C,RM,0.9176,1.0623,15.76
163,C,RA,0.9169,1.1522,25.66
164,C,RM,0.911,1.1085,21.68
164,C,RA,0.8944,1.2133,35.65
165,C,RM,0.9131,1.1257,23.28
165,C,RA,0.9183,1.1803,28.52
166,C,RM,0.9131,1.0827,18.57
166,C,RA,0.9271,1.1777,27.03
167,C,RM,0.9423,1.0903,15.7
167,C,RA,0.9267,1.2036,29.89
168,C,RM,0.9191,1.0915,18.75
168,C,RA,0.9306,1.1944,28.34
169,C,RM,0.9201,1.096,19.12
169,C,RA,0.9011,1.1992,33.08
170,C,RM,0.9145,1.1005,20.34
170,C,RA,0.9115,1.199,31.55
171,C,RM,0.917,1.0603,15.63
171,C,RA,0.9137,1.1484,25.69
172,C,RM,0.9114,1.0654,16.9
172,C,RA,0.9212,1.1669,26.67
173,C,RM,0.9017,1.0903,20.91
173,C,RA,0.9264,1.1779,27.15
174,C,RM,0.9143,1.0956,19.82
174,C,RA,0.9066,1.1632,28.31
175,C,RM,0.9145,1.0779,17.87
175,C,RA,0.9227,1.1799,27.88
176,C,RM,0.9078,1.0897,20.05
176,C,RA,0.9232,1.1936,29.29
177,C,RM,0.9008,1.124,24.78
177,C,RA,0.9126,1.1977,31.24
178,C,RM,0.919,1.0836,17.91
178,C,RA,0.9358,1.1889,27.05
179,C,RM,0.9171,1.1014,20.09
179,C,RA,0.9132,1.1573,26.73
180,C,RM,0.9101,1.0759,18.22
180,C,RA,0.9127,1.1539,26.42
181,C,RM,0.9175,1.0571,15.22
181,C,RA,0.9115,1.1729,28.69
182,C,RM,0.9241,1.1019,19.23
182,C,RA,0.9085,1.1739,29.22
183,C,RM,0.9133,1.0771,17.92
183,C,RA,0.9171,1.1998,30.82
184,C,RM,0.9145,1.0801,18.11
184,C,RA,0.9115,1.1806,29.51
185,C,RM,0.9206,1.0802,17.34
185,C,RA,0.9132,1.2117,32.68
186,C,RM,0.9127,1.0731,17.57
186,C,RA,0.9238,1.1754,27.24
187,C,RM,0.9248,1.1109,20.12
187,C,RA,0.9027,1.1831,31.06
188,C,RM,0.9149,1.0856,18.66
188,C,RA,0.9178,1.1789,28.45
189,C,RM,0.9166,1.0814,17.97
189,C,RA,0.9149,1.1945,30.56
190,C,RM,0.911,1.0733,17.81
190,C,RA,0.9034,1.1664,29.11
191,C,RM,0.915,1.0728,17.25
191,C,RA,0.917,1.2074,31.67
192,C,RM,0.9005,1.0734,19.2
192,C,RA,0.9148,1.1456,25.22
193,C,RM,0.9162,1.1042,20.53
193,C,RA,0.9057,1.1697,29.15
194,C,RM,0.92,1.0966,19.2
194,C,RA,0.9359,1.1533,23.23
195,C,RM,0.912,1.0968,20.27
195,C,RA,0.929,1.1893,28.02
196,C,RM,0.918,1.0702,16.58
196,C,RA,0.9186,1.1822,28.7
197,C,RM,0.9063,1.0687,17.92
197,C,RA,0.9251,1.1695,26.41
198,C,RM,0.915,1.0783,17.85
198,C,RA,0.9099,1.1919,30.99
199,C,RM,0.9191,1.085,18.06
199,C,RA,0.9087,1.1828,30.16
200,C,RM,0.918,1.0613,15.61
200,C,RA,0.9171,1.1534,25.76
201,C,RM,0.9167,1.0855,18.4
201,C,RA,0.9142,1.1631,27.22
202,C,RM,0.9074,1.0461,15.29
202,C,RA,0.9024,1.1793,30.68
203,C,RM,0.9203,1.0784,17.18
203,C,RA,0.9232,1.1832,28.15
204,C,RM,0.9203,1.0767,16.99
204,C,RA,0.9043,1.1489,27.05
205,C,RM,0.934,1.0631,13.82
205,C,RA,0.9098,1.1683,28.41
206,C,RM,0.9152,1.054,15.17
206,C,RA,0.9131,1.2076,32.25
207,C,RM,0.9119,1.0729,17.65
207,C,RA,0.9149,1.1973,30.86
208,C,RM,0.9041,1.0843,19.93
208,C,RA,0.9139,1.1868,29.86
209,C,RM,0.9253,1.0889,17.69
209,C,RA,0.9049,1.1721,29.52
210,C,RM,0.9123,1.0691,17.19
210,C,RA,0.9237,1.1494,24.44
211,C,RM,0.9174,1.1086,20.85
211,C,RA,0.9246,1.1968,29.45
212,C,RM,0.9303,1.0831,16.42
212,C,RA,0.9055,1.1825,30.6
213,C,RM,0.9041,1.0671,18.03
213,C,RA,0.9279,1.1596,24.98
214,C,RM,0.9205,1.0915,18.58
214,C,RA,0.9187,1.163,26.59
215,C,RM,0.9127,1.0665,16.84
215,C,RA,0.9192,1.1861,29.04
216,C,RM,0.9178,1.05,14.4
216,C,RA,0.9177,1.2041,31.22
217,C,RM,0.9152,1.0971,19.88
217,C,RA,0.9251,1.1604,25.43
218,C,RM,0.9148,1.0961,19.82
218,C,RA,0.9194,1.1787,28.2
219,C,RM,0.9118,1.0771,18.12
219,C,RA,0.9251,1.1852,28.12
220,C,RM,0.9094,1.1223,23.42
220,C,RA,0.9122,1.1619,27.38
221,C,RM,0.9215,1.0932,18.64
221,C,RA,0.9208,1.1617,26.16
222,C,RM,0.9106,1.0803,18.63
222,C,RA,0.9319,1.1567,24.12
223,C,RM,0.9064,1.1085,22.29
223,C,RA,0.8889,1.2005,35.05
224,C,RM,0.9115,1.0681,17.17
224,C,RA,0.8984,1.1908,32.54
225,C,RM,0.9115,1.0899,19.58
225,C,RA,0.9051,1.1593,28.08
226,C,RM,0.9147,1.0875,18.89
226,C,RA,0.9142,1.1635,27.27
227,C,RM,0.914,1.0876,19.0
227,C,RA,0.9169,1.183,29.02
228,C,RM,0.9109,1.0697,17.43
228,C,RA,0.9165,1.1605,26.62
229,C,RM,0.9216,1.0874,18.0
229,C,RA,0.9069,1.2067,33.06
230,C,RM,0.931,1.0824,16.26
230,C,RA,0.9142,1.1822,29.32
231,C,RM,0.9186,1.0714,16.64
231,C,RA,0.9149,1.1856,29.59
232,C,RM,0.9119,1.0835,18.82
232,C,RA,0.9163,1.1597,26.57
233,C,RM,0.9154,1.0856,18.59
233,C,RA,0.9149,1.1751,28.44
234,C,RM,0.9239,1.052,13.87
234,C,RA,0.9139,1.2231,33.83
235,C,RM,0.9303,1.0984,18.06
235,C,RA,0.9254,1.1743,26.9
236,C,RM,0.9181,1.1165,21.62
236,C,RA,0.9363,1.171,25.07
237,C,RM,0.9003,1.0576,17.47
237,C,RA,0.8998,1.1787,30.99
238,C,RM,0.9181,1.0895,18.67
238,C,RA,0.9081,1.1867,30.67
239,C,RM,0.919,1.0441,13.61
239,C,RA,0.9155,1.1966,30.7
240,C,RM,0.9272,1.0642,14.78
240,C,RA,0.9024,1.1861,31.44
241,C,RM,0.9268,1.0646,14.86
241,C,RA,0.9044,1.1757,29.99
242,C,RM,0.9163,1.095,19.5
242,C,RA,0.9111,1.1809,29.61
243,C,RM,0.9268,1.0402,12.23
243,C,RA,0.9074,1.175,29.5
244,C,RM,0.9025,1.0659,18.11
244,C,RA,0.9154,1.1593,26.65
245,C,RM,0.9277,1.0701,15.35
245,C,RA,0.912,1.1723,28.54
246,C,RM,0.9249,1.098,18.72
246,C,RA,0.9132,1.1792,29.12
247,C,RM,0.9249,1.1075,19.74
247,C,RA,0.9036,1.181,30.7
248,C,RM,0.9189,1.0897,18.58
248,C,RA,0.9133,1.1744,28.59
249,C,RM,0.9221,1.0874,17.93
249,C,RA,0.9158,1.1667,27.4
250,C,RM,0.921,1.0868,18.0
250,C,RA,0.9166,1.1868,29.48
251,C,RM,0.9137,1.0727,17.4
251,C,RA,0.9221,1.1647,26.31
252,C,RM,0.9183,1.0785,17.45
252,C,RA,0.9203,1.1867,28.94
253,C,RM,0.9172,1.1125,21.3
253,C,RA,0.9268,1.1562,24.76
254,C,RM,0.9146,1.0641,16.34
254,C,RA,0.9201,1.2121,31.74
255,C,RM,0.9226,1.0799,17.04
255,C,RA,0.924,1.1732,26.97
256,C,RM,0.9127,1.0685,17.07
256,C,RA,0.928,1.2121,30.61
257,C,RM,0.9096,1.1029,21.25
257,C,RA,0.9099,1.1783,29.5
258,C,RM,0.9122,1.0982,20.39
258,C,RA,0.9212,1.1812,28.22
259,C,RM,0.9043,1.0806,19.49
259,C,RA,0.9148,1.173,28.22
260,C,RM,0.9237,1.077,16.6
260,C,RA,0.9336,1.1688,25.2
261,C,RM,0.9077,1.1078,22.04
261,C,RA,0.9201,1.1894,29.28
262,C,RM,0.9156,1.0935,19.43
262,C,RA,0.9103,1.1425,25.51
263,C,RM,0.9165,1.0672,16.44
263,C,RA,0.924,1.1606,25.61
264,C,RM,0.9127,1.0975,20.25
264,C,RA,0.9179,1.1883,29.45
265,C,RM,0.9205,1.0778,17.09
265,C,RA,0.9177,1.1955,30.27
266,C,RM,0.9138,1.1026,20.66
266,C,RA,0.9152,1.1602,26.76
267,C,RM,0.9255,1.0973,18.57
267,C,RA,0.9136,1.1727,28.35
268,C,RM,0.9171,1.0658,16.22
268,C,RA,0.9121,1.1623,27.44
269,C,RM,0.9193,1.1032,20.0
269,C,RA,0.9183,1.1627,26.61
270,C,RM,0.9104,1.1124,22.2
270,C,RA,0.9059,1.1831,30.6
271,C,RM,0.9193,1.088,18.36
271,C,RA,0.9213,1.1716,27.17
272,C,RM,0.907,1.032,13.78
272,C,RA,0.9097,1.1654,28.12
273,C,RM,0.9253,1.0963,18.49
273,C,RA,0.9103,1.1597,27.39
274,C,RM,0.9097,1.0857,19.35
274,C,RA,0.9196,1.1869,29.07
275,C,RM,0.9119,1.0976,20.36
275,C,RA,0.9173,1.1694,27.48
276,C,RM,0.9117,1.0679,17.13
276,C,RA,0.9137,1.1794,29.08
277,C,RM,0.9028,1.0881,20.52
277,C,RA,0.9145,1.1725,28.2
278,C,RM,0.9082,1.0811,19.04
278,C,RA,0.8927,1.1909,33.41
279,C,RM,0.9084,1.1024,21.35
279,C,RA,0.9335,1.1426,22.4
280,C,RM,0.9103,1.0956,20.35
280,C,RA,0.9198,1.1855,28.89
281,C,RM,0.9041,1.0869,20.22
281,C,RA,0.8972,1.1774,31.22
282,C,RM,0.9115,1.0765,18.11
282,C,RA,0.9191,1.1813,28.53
283,C,RM,0.9224,1.0944,18.64
283,C,RA,0.9035,1.1951,32.28
284,C,RM,0.9133,1.0929,19.66
284,C,RA,0.9251,1.1461,23.89
285,C,RM,0.8925,1.0427,16.84
285,C,RA,0.9182,1.1635,26.72
286,C,RM,0.9191,1.0743,16.89
286,C,RA,0.9138,1.2016,31.49
287,C,RM,0.9131,1.0881,19.17
287,C,RA,0.9122,1.1762,28.95
288,C,RM,0.9124,1.0725,17.56
288,C,RA,0.919,1.1812,28.53
289,C,RM,0.9102,1.0966,20.48
289,C,RA,0.9054,1.1595,28.06
290,C,RM,0.9135,1.0792,18.15
290,C,RA,0.905,1.172,29.5
291,C,RM,0.9242,1.0794,16.79
291,C,RA,0.908,1.1973,31.86
292,C,RM,0.9196,1.087,18.2
292,C,RA,0.9111,1.2012,31.85
293,C,RM,0.9172,1.0887,18.69
293,C,RA,0.9199,1.1578,25.86
294,C,RM,0.9161,1.0823,18.15
294,C,RA,0.9172,1.1895,29.69
295,C,RM,0.9245,1.0924,18.15
295,C,RA,0.9196,1.1572,25.83
296,C,RM,0.9258,1.0411,12.45
296,C,RA,0.9094,1.1922,31.09
297,C,RM,0.9103,1.1031,21.17
297,C,RA,0.9182,1.165,26.89
298,C,RM,0.9069,1.0688,17.86
298,C,RA,0.902,1.1967,32.67
299,C,RM,0.9266,1.0547,13.82
299,C,RA,0.9133,1.1708,28.19
300,C,RM,0.9199,1.0899,18.48
300,C,RA,0.9166,1.182,28.96
301,C,RM,0.9184,1.0623,15.67
301,C,RA,0.9083,1.1644,28.19
302,C,RM,0.9207,1.0723,16.46
302,C,RA,0.921,1.2138,31.79
303,C,RM,0.9381,1.0694,13.99
303,C,RA,0.9161,1.1966,30.61
304,C,RM,0.9142,1.0756,17.66
304,C,RA,0.9027,1.2139,34.47
305,C,RM,0.918,1.0809,17.74
305,C,RA,0.9011,1.1627,29.03
306,C,RM,0.9192,1.0594,15.26
306,C,RA,0.924,1.1587,25.41
307,C,RM,0.9174,1.0834,18.1
307,C,RA,0.915,1.157,26.44
308,C,RM,0.9121,1.1016,20.78
308,C,RA,0.9332,1.19,27.52
309,C,RM,0.9188,1.0925,18.91
309,C,RA,0.9313,1.173,25.95
310,C,RM,0.8971,1.0953,22.1
310,C,RA,0.8997,1.1801,31.16
311,C,RM,0.9062,1.078,18.96
311,C,RA,0.9194,1.1615,26.33
312,C,RM,0.9041,1.1144,23.27
312,C,RA,0.9265,1.1764,26.97
313,C,RM,0.9309,1.0811,16.13
313,C,RA,0.9136,1.1932,30.61
314,C,RM,0.9079,1.1026,21.44
314,C,RA,0.9131,1.2109,32.61
315,C,RM,0.9179,1.0548,14.91
315,C,RA,0.9194,1.2055,31.12
316,C,RM,0.9119,1.1073,21.42
316,C,RA,0.9154,1.2017,31.27
317,C,RM,0.9088,1.075,18.3
317,C,RA,0.9271,1.1663,25.8
318,C,RM,0.9072,1.0708,18.03
318,C,RA,0.9198,1.1675,26.93
319,C,RM,0.9069,1.0627,17.18
319,C,RA,0.9162,1.1876,29.62
320,C,RM,0.9146,1.1151,21.92
320,C,RA,0.9169,1.2039,31.3
321,C,RM,0.9142,1.0601,15.96
321,C,RA,0.9357,1.1967,27.9
322,C,RM,0.9126,1.0938,19.86
322,C,RA,0.9191,1.1594,26.15
323,C,RM,0.926,1.0561,14.05
323,C,RA,0.9193,1.1835,28.73
324,C,RM,0.9077,1.0545,16.17
324,C,RA,0.9058,1.1976,32.21
325,C,RM,0.9261,1.0775,16.35
325,C,RA,0.9164,1.176,28.32
326,C,RM,0.9182,1.0582,15.25
326,C,RA,0.9244,1.1569,25.15
327,C,RM,0.9046,1.1106,22.77
327,C,RA,0.9199,1.1628,26.41
328,C,RM,0.9062,1.0655,17.58
328,C,RA,0.9155,1.1911,30.1
329,C,RM,0.9085,1.0919,20.18
329,C,RA,0.9181,1.1868,29.27
330,C,RM,0.9107,1.0971,20.47
330,C,RA,0.9126,1.1701,28.21
331,C,RM,0.9223,1.0983,19.08
331,C,RA,0.9136,1.1791,29.06
332,C,RM,0.9151,1.0549,15.28
332,C,RA,0.9157,1.1852,29.43
333,C,RM,0.9049,1.08,19.35
333,C,RA,0.9082,1.1776,29.66
334,C,RM,0.9121,1.0934,19.89
334,C,RA,0.9154,1.2017,31.28
335,C,RM,0.9119,1.0882,19.34
335,C,RA,0.9279,1.2006,29.39
336,C,RM,0.9204,1.0721,16.49
336,C,RA,0.9167,1.1815,28.89
337,C,RM,0.9235,1.0811,17.06
337,C,RA,0.9192,1.1626,26.49
338,C,RM,0.9322,1.072,15.0
338,C,RA,0.9025,1.1501,27.43
339,C,RM,0.9183,1.0823,17.86
339,C,RA,0.9227,1.1703,26.84
